Date,Open,Close,High,Low,Adj Close,Volume,Open_after_wavelet,Close_after_wavelet,High_after_wavelet,Low_after_wavelet
2013-01-02,34.919998,35.119999,35.400002,34.099998,29.626831,13767900,33.705563104048956,33.60905943886476,34.196451725713366,32.95920034082446
2013-01-03,35.0,34.830002,35.0,34.16,29.382203999999998,16739300,33.705563104048956,33.60905943886476,34.196451725713366,32.95920034082446
2013-01-04,34.619999,34.389998999999996,34.889998999999996,34.25,29.011019,21372100,33.130564604048956,33.05905793886476,34.16645072571336,33.029202340824455
2013-01-07,34.150002,34.459998999999996,35.450001,34.150002,29.070065000000003,17897100,33.130564604048956,33.05905793886476,34.16645072571336,33.029202340824455
2013-01-08,34.290001000000004,33.709998999999996,34.639998999999996,33.360001000000004,28.437374,17863300,32.69556510404897,32.43905943886476,33.291450725713354,32.314202340824465
2013-01-09,33.610001000000004,33.900002,33.950001,33.610001000000004,28.597656,18800400,32.69556510404897,32.43905943886476,33.291450725713354,32.314202340824465
2013-01-10,33.66,34.0,34.0,33.330002,28.682013,15658100,32.37056410404896,32.55905793886476,32.94645172571336,32.169201340824465
2013-01-11,33.59,33.849998,33.900002,33.349998,28.895415999999997,11191500,32.37056410404896,32.55905793886476,32.94645172571336,32.169201340824465
2013-01-14,34.009997999999996,34.09,34.25,33.799999,29.100285999999997,11584900,32.605562604048956,32.97905793886476,33.481451225713364,32.58420034082446
2013-01-15,33.709998999999996,34.599998,34.720001,33.709998999999996,29.535645000000002,13040200,32.605562604048956,32.97905793886476,33.481451225713364,32.58420034082446
2013-01-16,34.470001,35.540001000000004,35.540001000000004,34.450001,30.33806,16512700,33.855564604048965,34.61405843886477,35.11645172571337,33.92920184082446
2013-01-17,35.75,36.419998,36.700001,35.75,31.089253999999997,14424800,33.855564604048965,34.61405843886477,35.11645172571337,33.92920184082446
2013-01-18,36.43,37.32,37.32,36.040001000000004,31.857527,17842200,35.45056410404896,35.50405793886476,36.28145072571337,34.81420184082446
2013-01-22,36.98,36.419998,37.25,35.93,31.089253999999997,15809700,35.45056410404896,35.50405793886476,36.28145072571337,34.81420184082446
2013-01-23,36.91,37.799999,37.84,36.5,32.267272999999996,10981600,36.09556460404896,36.26405793886477,37.176450725713366,35.694201340824456
2013-01-24,37.790001000000004,37.459998999999996,38.52,37.23,31.977032,11327100,36.09556460404896,36.26405793886477,37.176450725713366,35.694201340824456
