Date,Open,Close,High,Low,Adj Close,Volume,Open_after_wavelet,Close_after_wavelet,High_after_wavelet,Low_after_wavelet
2012-09-04,67.339996,67.190002,67.41999799999999,66.93,57.616905,1763700,65.57155777670005,65.60160837486525,66.09566510805294,65.60164637159475
2012-09-05,67.220001,67.150002,67.459999,67.129997,57.582603000000006,1371800,65.57155777670005,65.60160837486525,66.09566510805294,65.60164637159475
2012-09-06,65.989998,67.410004,67.440002,65.949997,57.805576,5098300,65.05155777670004,65.96160937486525,66.35066610805296,65.24164587159474
2012-09-07,67.529999,67.650002,67.949997,67.389999,58.011375,2474000,65.05155777670004,65.96160937486525,66.35066610805296,65.24164587159474
2012-09-10,67.879997,67.940002,68.440002,67.769997,58.260056000000006,2375300,66.23155777670004,66.27160637486526,66.91066760805295,66.30164737159475
2012-09-11,68.0,67.739998,68.07,67.690002,58.088539000000004,1618200,66.23155777670004,66.27160637486526,66.91066760805295,66.30164737159475
2012-09-12,67.800003,67.110001,67.879997,67.019997,57.548306000000004,1752100,65.70155927670005,66.33660537486524,66.98066360805295,65.58164637159474
2012-09-13,67.019997,68.699997,68.769997,67.0,58.911766,2770300,65.70155927670005,66.33660537486524,66.98066360805295,65.58164637159474
2012-09-14,68.57,67.790001,68.660004,67.58000200000001,58.131428,2039200,66.54656027670005,66.10160837486525,67.06567060805295,66.02664987159476
2012-09-17,67.940002,67.550003,68.160004,67.33000200000001,57.925625,1827500,66.54656027670005,66.10160837486525,67.06567060805295,66.02664987159476
2012-09-18,67.400002,67.410004,67.650002,67.25,57.805576,1896000,65.64655927670006,65.89160937486524,66.42566710805295,65.80164737159474
2012-09-19,67.309998,67.510002,67.889999,67.209999,57.891318999999996,1433700,65.64655927670006,65.89160937486524,66.42566710805295,65.80164737159474
2012-09-20,67.400002,68.050003,68.08000200000001,67.260002,58.354381999999994,1310000,66.09655977670006,66.77160637486526,67.06566660805295,66.14664837159475
2012-09-21,68.209999,68.629997,68.739998,67.889999,58.851746,3384700,66.09655977670006,66.77160637486526,67.06566660805295,66.14664837159475
2012-09-24,68.639999,69.489998,69.540001,68.5,59.589214,1684000,67.43155827670004,67.97160337486525,68.42066610805294,67.50164837159474
2012-09-25,69.639999,69.589996,69.989998,69.360001,59.674969,1845300,67.43155827670004,67.97160337486525,68.42066610805294,67.50164837159474
2012-09-26,69.75,69.949997,70.459999,69.650002,59.983658,2539700,68.21155727670005,68.47660437486525,68.97566610805295,68.11664987159475
2012-09-27,70.089996,70.139999,70.18,69.440002,60.146606000000006,2353400,68.21155727670005,68.47660437486525,68.97566610805295,68.11664987159475
2012-09-28,70.07,70.33000200000001,70.480003,69.68,60.309525,3138000,68.67655777670004,68.67160837486526,69.32066710805294,68.43164837159475
2012-10-01,70.699997,70.150002,70.849998,70.040001,60.15517,1726300,68.67655777670004,68.67160837486526,69.32066710805294,68.43164837159475
2012-10-02,70.489998,70.57,70.730003,70.099998,60.515324,1552200,68.86155927670005,69.07660687486525,69.48566810805295,68.86664587159474
2012-10-03,70.650002,70.720001,70.93,70.489998,60.643963,1258400,68.86155927670005,69.07660687486525,69.48566810805295,68.86664587159474
2012-10-04,70.940002,71.08000200000001,71.660004,70.790001,60.952675,1183300,69.34655927670005,69.38660837486526,70.10566760805294,69.30664837159475
2012-10-05,71.16999799999999,70.83000200000001,71.239998,70.68,60.738296999999996,1385700,69.34655927670005,69.38660837486526,70.10566760805294,69.30664837159475
2012-10-08,70.910004,70.68,70.980003,70.41999799999999,60.609665,895600,68.99156027670006,68.92660537486525,69.55566810805294,68.83664737159475
2012-10-09,70.489998,70.309998,70.82,70.110001,60.292384999999996,1335900,68.99156027670006,68.92660537486525,69.55566810805294,68.83664737159475
2012-10-10,70.300003,69.889999,70.559998,69.690002,59.932209,1602300,68.56656077670006,68.30160487486525,69.06066560805294,68.28664787159475
2012-10-11,70.25,69.849998,70.25,69.739998,59.897915000000005,1599200,68.56656077670006,68.30160487486525,69.06066560805294,68.28664787159475
2012-10-12,70.089996,69.370003,70.089996,69.160004,59.486313,2144700,68.07155777670005,67.94660987486525,68.57566460805295,67.66164837159475
2012-10-15,69.470001,69.660004,69.75,69.019997,59.735012,1859400,68.07155777670005,67.94660987486525,68.57566460805295,67.66164837159475
2012-10-16,70.08000200000001,70.489998,70.610001,69.879997,60.446728,2682600,68.66156227670005,69.56660487486525,69.90066560805295,68.77664587159475
2012-10-17,70.660004,71.779999,71.879997,70.529999,61.552932999999996,1804600,68.66156227670005,69.56660487486525,69.90066560805295,68.77664587159475
2012-10-18,71.760002,72.050003,72.110001,71.449997,61.78448100000001,1152000,70.18655977670007,70.31660837486525,70.81566660805294,70.13164537159473
2012-10-19,72.029999,71.720001,72.209999,71.66999799999999,61.501492000000006,1810500,70.18655977670007,70.31660837486525,70.81566660805294,70.13164537159473
2012-10-22,71.58000200000001,71.660004,71.720001,71.300003,61.450031,1393000,69.68155877670006,69.64160937486525,70.13066860805294,69.35664787159476
2012-10-23,71.199997,70.760002,71.230003,70.269997,60.678261,1692600,69.68155877670006,69.64160937486525,70.13066860805294,69.35664787159476
2012-10-24,69.980003,69.529999,70.470001,68.910004,59.623512,3505400,68.16156177670004,68.06660487486525,68.88066860805294,67.59664937159475
2012-10-25,69.760002,69.739998,69.980003,69.139999,59.803589,1285700,68.16156177670004,68.06660487486525,68.88066860805294,67.59664937159475
2012-10-26,69.75,69.519997,69.800003,69.139999,59.614929000000004,1251600,67.96155727670005,68.22160387486525,68.64066710805295,67.82164787159475
2012-10-31,69.589996,70.059998,70.16999799999999,69.360001,60.077994999999994,1689000,67.96155727670005,68.22160387486525,68.64066710805295,67.82164787159475
2012-11-01,70.300003,69.870003,70.300003,69.589996,59.915077000000004,3112900,68.48655877670005,68.23160937486524,68.95566960805294,68.12664437159475
2012-11-02,70.089996,69.730003,70.300003,69.519997,59.795025,1371700,68.48655877670005,68.23160937486524,68.95566960805294,68.12664437159475
2012-11-05,69.58000200000001,69.610001,69.690002,69.010002,59.692112,1579600,67.90656127670006,67.81160787486525,68.34566860805296,67.59164837159474
