Date,Open,Close,High,Low,Adj Close,Volume,Open_after_wavelet,Close_after_wavelet,High_after_wavelet,Low_after_wavelet
2012-09-04,92.029999,91.68,92.33000200000001,91.099998,81.03421800000001,2532300,89.84646689512661,89.75446385727454,90.47955245216922,89.2565368849959
2012-09-05,91.91999799999999,91.75,91.989998,91.110001,81.096092,2985500,89.84646689512661,89.75446385727454,90.47955245216922,89.2565368849959
2012-09-06,92.370003,93.279999,93.379997,92.059998,82.448418,3223400,90.74646839512664,91.08946335727454,91.83455195216919,90.53153488499592
2012-09-07,93.379997,92.82,93.650002,92.699997,82.04184000000001,3215400,90.74646839512664,91.08946335727454,91.83455195216919,90.53153488499592
2012-09-10,92.269997,90.66999799999999,92.309998,90.610001,80.14149499999999,6356100,89.37146839512663,88.95946185727452,90.2695494521692,88.78153888499591
2012-09-11,90.730003,91.16999799999999,91.589996,90.650002,80.583435,2403400,89.37146839512663,88.95946185727452,90.2695494521692,88.78153888499591
2012-09-12,91.599998,90.809998,91.660004,90.459999,80.265236,2409600,89.13146639512661,89.47446185727453,90.36455445216922,88.61153638499592
2012-09-13,90.91999799999999,92.059998,92.43,90.459999,81.370094,2729300,89.13146639512661,89.47446185727453,90.36455445216922,88.61153638499592
2012-09-14,92.860001,93.980003,93.980003,92.559998,83.067146,4993000,91.13147089512663,91.91946485727455,92.35455195216919,91.1765353849959
2012-09-17,93.660004,93.779999,94.089996,93.489998,82.890366,3290300,91.13147089512663,91.91946485727455,92.35455195216919,91.1765353849959
2012-09-18,93.779999,93.43,93.989998,93.220001,82.581001,2477500,91.20146639512666,91.56946235727456,92.3445504521692,91.1265393849959
2012-09-19,92.879997,93.629997,94.059998,92.730003,82.75779,2723500,91.20146639512666,91.56946235727456,92.3445504521692,91.1265393849959
2012-09-20,93.199997,93.58000200000001,93.629997,92.910004,82.7136,2075600,91.50146589512661,91.43446435727455,92.1695509521692,91.0765403849959
2012-09-21,94.059998,93.209999,94.07,92.940002,82.386566,9547000,91.50146589512661,91.43446435727455,92.1695509521692,91.0765403849959
2012-09-24,92.849998,93.730003,94.089996,92.760002,82.846176,3037400,91.27146589512661,91.31946635727456,92.4145494521692,90.89153888499594
2012-09-25,93.949997,92.83000200000001,94.099998,92.720001,82.050674,3800400,91.27146589512661,91.31946635727456,92.4145494521692,90.89153888499594
2012-09-26,92.879997,92.589996,93.400002,92.540001,81.838554,2612900,90.75646639512664,90.74446185727454,91.6245529521692,90.40153738499592
2012-09-27,92.889999,92.82,93.209999,91.959999,82.04184000000001,2081400,90.75646639512664,90.74446185727454,91.6245529521692,90.40153738499592
2012-09-28,92.470001,92.41999799999999,92.860001,91.699997,81.688271,2559500,90.55646989512663,90.89446335727456,91.8845514521692,90.1065353849959
2012-10-01,92.900002,93.290001,94.269997,92.209999,82.457275,3900600,90.55646989512663,90.89446335727456,91.8845514521692,90.1065353849959
2012-10-02,94.230003,93.540001,94.290001,93.099998,82.678246,3602300,91.8914688951266,91.69946385727455,92.46455295216921,91.20153638499592
2012-10-03,93.809998,93.779999,94.0,93.0,82.890366,2610300,91.8914688951266,91.69946385727455,92.46455295216921,91.20153638499592
2012-10-04,94.050003,94.43,94.529999,93.660004,83.46488199999999,2531400,92.26646889512662,92.73446335727455,93.18455045216922,92.2065378849959
2012-10-05,94.739998,94.959999,95.199997,94.449997,83.933357,3663600,92.26646889512662,92.73446335727455,93.18455045216922,92.2065378849959
2012-10-08,94.550003,95.370003,95.459999,94.5,84.295738,2607600,92.79147039512662,92.69446635727455,93.6945524521692,92.35153838499592
2012-10-09,95.290001,93.940002,95.290001,93.900002,83.03179200000001,2989500,92.79147039512662,92.69446635727455,93.6945524521692,92.35153838499592
2012-10-10,93.949997,93.279999,94.0,93.150002,82.448418,2561600,91.77646739512662,91.09446435727456,92.2545539521692,91.11653788499592
2012-10-11,93.860001,92.83000200000001,93.870003,92.779999,82.050674,2429200,91.77646739512662,91.09446435727456,92.2545539521692,91.11653788499592
2012-10-12,92.949997,92.75,93.339996,92.400002,81.97998,2566100,90.70146639512663,90.80946435727456,91.51954945216922,90.53653988499592
2012-10-15,92.709999,92.790001,93.059998,92.370003,82.015343,2916300,90.70146639512663,90.80946435727456,91.51954945216922,90.53653988499592
2012-10-16,94.019997,94.230003,94.339996,93.290001,83.28810899999999,2857500,92.35146789512662,92.55946435727454,93.0395494521692,92.07153938499592
2012-10-17,94.940002,94.809998,95.099998,94.550003,83.800751,3191800,92.35146789512662,92.55946435727454,93.0395494521692,92.07153938499592
2012-10-18,94.68,94.739998,95.0,94.16999799999999,83.738899,2538800,92.51646889512662,91.87946385727456,93.1245529521692,91.5815373849959
2012-10-19,94.610001,92.940002,94.610001,92.690002,82.14791899999999,3804100,92.51646889512662,91.87946385727456,93.1245529521692,91.5815373849959
2012-10-22,92.410004,92.529999,93.059998,91.5,81.78553000000001,3130800,88.91146939512662,88.66946485727453,90.10954995216922,88.19153838499592
2012-10-23,89.66999799999999,88.730003,90.519997,88.58000200000001,78.42675799999999,5866000,88.91146939512662,88.66946485727453,90.10954995216922,88.19153838499592
2012-10-24,89.029999,88.389999,89.540001,88.150002,78.126244,3321300,86.67146789512661,86.13946235727454,87.50955095216922,85.93154038499591
2012-10-25,88.57,87.809998,88.839996,87.410004,77.613579,4613900,86.67146789512661,86.13946235727454,87.50955095216922,85.93154038499591
2012-10-26,87.900002,88.029999,88.540001,87.589996,77.808044,3592600,85.83646889512663,85.85446235727454,86.93455395216921,85.6915343849959
2012-10-31,88.029999,87.599998,88.690002,87.489998,77.42797900000001,3360400,85.83646889512663,85.85446235727454,86.93455395216921,85.6915343849959
2012-11-01,87.940002,89.25,89.400002,87.839996,78.886368,3306600,86.64646989512663,87.14946435727455,88.0045539521692,86.46153488499591
2012-11-02,89.610001,88.970001,89.970001,88.779999,78.638901,3051900,86.64646989512663,87.14946435727455,88.0045539521692,86.46153488499591
2012-11-05,88.08000200000001,89.599998,89.839996,88.08000200000001,79.195747,2387800,86.88646789512663,88.26946335727456,88.8545519521692,87.1265398849959
2012-11-06,89.949997,90.860001,91.230003,89.870003,80.309425,2806100,86.88646789512663,88.26946335727456,88.8545519521692,87.1265398849959
2012-11-07,90.339996,89.379997,90.339996,88.709999,79.00128199999999,4593100,87.59646689512662,87.00446385727454,88.40455145216922,86.7365363849959
2012-11-08,89.110001,88.550003,89.83000200000001,88.459999,78.267677,3005900,87.59646689512662,87.00446385727454,88.40455145216922,86.7365363849959
2012-11-09,88.599998,88.809998,89.559998,88.099998,78.49749,3176400,86.65146689512662,87.03446285727453,87.9345504521692,86.4515363849959
2012-11-12,88.959999,89.18,89.66999799999999,88.5,78.824501,2220100,86.65146689512662,87.03446285727453,87.9345504521692,86.4515363849959
2012-11-13,88.599998,89.08000200000001,90.190002,88.360001,78.736145,2985900,86.75646639512662,86.23446385727455,88.10455195216922,85.8665378849959
2012-11-14,89.16999799999999,87.309998,89.379997,87.07,77.171661,2882700,86.75646639512662,86.23446385727455,88.10455195216922,85.8665378849959
2012-11-15,86.739998,88.019997,88.290001,86.739998,77.79920200000001,3291600,85.30146889512663,86.29946235727455,87.1545514521692,85.39653638499591
2012-11-16,88.120003,88.5,89.379997,87.75,78.223488,5237100,85.30146889512663,86.29946235727455,87.1545514521692,85.39653638499591
2012-11-19,89.25,89.57,89.699997,88.769997,79.169228,2688600,87.03646939512663,87.33446235727455,88.0095509521692,86.73653688499591
2012-11-20,89.08000200000001,89.019997,89.68,88.400002,79.20483399999999,2035100,87.03646939512663,87.33446235727455,88.0095509521692,86.73653688499591
2012-11-21,89.08000200000001,88.940002,89.150002,88.660004,79.13364399999999,2011300,87.05646989512663,87.64946435727457,88.05955445216922,87.05654038499591
2012-11-23,89.290001,90.279999,90.33000200000001,89.150002,80.325897,1101100,87.05646989512663,87.64946435727457,88.05955445216922,87.05654038499591
2012-11-26,89.540001,90.089996,90.25,89.540001,80.15682199999999,1910200,87.73646989512663,88.23946085727455,88.92455195216921,87.9815393849959
2012-11-27,90.190002,90.309998,90.959999,90.120003,80.352592,2504200,87.73646989512663,88.23946085727455,88.92455195216921,87.9815393849959
2012-11-28,90.099998,90.93,91.0,89.480003,80.90422099999999,2426200,88.59646639512663,88.82946485727454,89.80455295216922,88.1465398849959
2012-11-29,91.349998,90.650002,91.970001,90.510002,80.655106,2364000,88.59646639512663,88.82946485727454,89.80455295216922,88.1465398849959
2012-11-30,90.68,90.949997,91.190002,90.489998,80.922005,2284900,88.91647039512664,88.66446385727455,89.75455345216923,88.45653788499591
2012-12-03,91.410004,90.300003,91.68,90.120003,80.343674,1929200,88.91647039512664,88.66446385727455,89.75455345216923,88.45653788499591
2012-12-04,90.309998,90.120003,90.690002,90.0,80.183533,1969800,88.17646889512662,88.47946635727455,89.26455195216921,87.9515363849959
2012-12-05,90.300003,90.760002,91.199997,89.599998,80.752975,2996600,88.17646889512662,88.47946635727455,89.26455195216921,87.9515363849959
2012-12-06,90.800003,90.949997,91.089996,90.309998,80.922005,2027700,88.89146889512662,89.26946335727456,89.69954945216921,88.64653638499591
2012-12-07,91.239998,91.510002,91.66999799999999,90.68,81.42028,2476400,88.89146889512662,89.26946335727456,89.69954945216921,88.64653638499591
