AAPL,ABB,4.896696696433409
AAPL,AEP,48.00869992591679
AAPL,AMGN,646.339863460388
AAPL,AMZN,355.7019584960694
AAPL,BA,658.9977802980103
AAPL,BAC,7.952664540488841
AAPL,BBL,70.2140586578883
AAPL,BCH,51.50918095660231
AAPL,BHP,73.92686691773626
AAPL,BP,20.529016751518725
AAPL,BRK-A,191.943162491172
AAPL,BSAC,9.723750746916698
AAPL,BUD,149.4446838029625
AAPL,C,42.43291843307693
AAPL,CAT,130.07812532112993
AAPL,CELG,633.2589475784196
AAPL,CHL,27.197686679127315
AAPL,CHTR,382.6865774383799
AAPL,CMCSA,14.334084778849654
AAPL,CODI,1.454878931129842
AAPL,CSCO,7.435081020595196
AAPL,CVX,75.42138315271097
AAPL,D,41.43940937536053
AAPL,DHR,137.4390342224116
AAPL,DIS,397.68223303854126
AAPL,DUK,29.62689574737233
AAPL,EXC,7.745221862223996
AAPL,FB,592.9367932948088
AAPL,GD,512.4881187263785
AAPL,GE,7.2820193329675105
AAPL,GOOG,365.39883506393966
AAPL,HD,653.9927283589983
AAPL,HON,355.19555433652414
AAPL,HRG,3.1807105750953335
AAPL,HSBC,31.68992095773256
AAPL,IEP,223.5192445706756
AAPL,INTC,13.987653211424446
AAPL,JNJ,251.27986504467006
AAPL,JPM,132.19656859120596
AAPL,KO,4.201762975510781
AAPL,LMT,428.2192948547864
AAPL,MA,437.49080386500793
AAPL,MCD,300.5786533448987
AAPL,MDT,158.6944034145176
AAPL,MMM,662.1364222535468
AAPL,MO,153.30490125260184
AAPL,MRK,24.63687593795864
AAPL,MSFT,108.61150256326901
AAPL,NEE,412.2227560541409
AAPL,NGG,44.09192319232298
AAPL,NVS,127.29000416276276
AAPL,ORCL,9.149383560820876
AAPL,PCG,48.63934028757199
AAPL,PCLN,288.49645135439783
AAPL,PEP,121.63225168009545
AAPL,PFE,5.589999590834596
AAPL,PG,30.678580371092092
AAPL,PICO,15.204687584048317
AAPL,PM,101.99714807113337
AAPL,PPL,7.95790349651874
AAPL,RDS-B,59.45194729038044
AAPL,SLB,90.48728032309619
AAPL,SNY,19.795283844180084
